Abbreviation	Description	Reaction	GPR	Genes	Proteins	Subsystem	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC Number	Notes	References
r_2687	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3280[w] + s_3302[w]  <=> s_3266[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2688	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3280[w] + s_3304[w]  <=> s_3297[w] + s_3310[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2689	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3280[w] + s_3305[w]  <=> s_3299[w] + s_3310[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2690	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3280[w] + s_3306[w]  <=> s_3301[w] + s_3310[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2691	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3280[w] + s_3307[w]  <=> s_3303[w] + s_3310[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2692	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3281[w] + s_3296[w]  <=> s_3267[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2693	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3281[w] + s_3298[w]  <=> s_3267[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2694	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3281[w] + s_3300[w]  <=> s_3267[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2695	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3281[w] + s_3302[w]  <=> s_3267[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2696	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3281[w] + s_3304[w]  <=> s_3297[w] + s_3311[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2697	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3281[w] + s_3305[w]  <=> s_3299[w] + s_3311[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2698	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3281[w] + s_3306[w]  <=> s_3301[w] + s_3311[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2699	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3281[w] + s_3307[w]  <=> s_3303[w] + s_3311[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2700	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3282[w] + s_3296[w]  <=> s_3268[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2701	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3282[w] + s_3298[w]  <=> s_3268[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2702	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3282[w] + s_3300[w]  <=> s_3268[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2703	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3282[w] + s_3302[w]  <=> s_3268[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2704	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3282[w] + s_3304[w]  <=> s_3297[w] + s_3312[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2705	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3282[w] + s_3305[w]  <=> s_3299[w] + s_3312[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2706	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3282[w] + s_3306[w]  <=> s_3301[w] + s_3312[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2707	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3282[w] + s_3307[w]  <=> s_3303[w] + s_3312[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2708	MLCL (2-18:1, 3-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3283[w] + s_3296[w]  <=> s_3269[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2709	MLCL (2-18:1, 3-16:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3283[w] + s_3298[w]  <=> s_3269[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2710	MLCL (2-18:1, 3-16:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3283[w] + s_3300[w]  <=> s_3269[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2711	MLCL (2-18:1, 3-16:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3283[w] + s_3302[w]  <=> s_3269[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2712	MLCL (2-18:1, 3-16:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3283[w] + s_3304[w]  <=> s_3297[w] + s_3313[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2713	MLCL (2-18:1, 3-16:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3283[w] + s_3305[w]  <=> s_3299[w] + s_3313[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2714	MLCL (2-18:1, 3-16:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3283[w] + s_3306[w]  <=> s_3301[w] + s_3313[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2715	MLCL (2-18:1, 3-16:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3283[w] + s_3307[w]  <=> s_3303[w] + s_3313[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2716	MLCL (1-16:0, 2-16:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3284[w] + s_3296[w]  <=> s_3235[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2717	MLCL (1-16:0, 2-16:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3284[w] + s_3298[w]  <=> s_3235[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2718	MLCL (1-16:0, 2-16:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3284[w] + s_3300[w]  <=> s_3235[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2719	MLCL (1-16:0, 2-16:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3284[w] + s_3302[w]  <=> s_3235[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2720	MLCL (1-16:0, 2-16:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3284[w] + s_3304[w]  <=> s_3237[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2721	MLCL (1-16:0, 2-16:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3284[w] + s_3305[w]  <=> s_3237[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2722	MLCL (1-16:0, 2-16:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3284[w] + s_3306[w]  <=> s_3237[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2723	MLCL (1-16:0, 2-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3284[w] + s_3307[w]  <=> s_3237[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2724	MLCL (1-16:0, 2-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3285[w] + s_3296[w]  <=> s_3239[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2725	MLCL (1-16:0, 2-16:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3285[w] + s_3298[w]  <=> s_3239[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2726	MLCL (1-16:0, 2-16:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3285[w] + s_3300[w]  <=> s_3239[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2727	MLCL (1-16:0, 2-16:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3285[w] + s_3302[w]  <=> s_3239[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2728	MLCL (1-16:0, 2-16:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3285[w] + s_3304[w]  <=> s_3297[w] + s_3314[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2729	MLCL (1-16:0, 2-16:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3285[w] + s_3305[w]  <=> s_3299[w] + s_3314[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2730	MLCL (1-16:0, 2-16:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3285[w] + s_3306[w]  <=> s_3301[w] + s_3314[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2731	MLCL (1-16:0, 2-16:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3285[w] + s_3307[w]  <=> s_3303[w] + s_3314[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2732	MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3286[w] + s_3296[w]  <=> s_3241[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2733	MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3286[w] + s_3298[w]  <=> s_3241[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2734	MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3286[w] + s_3300[w]  <=> s_3241[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2735	MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3286[w] + s_3302[w]  <=> s_3241[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2736	MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3286[w] + s_3304[w]  <=> s_3243[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2737	MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3286[w] + s_3305[w]  <=> s_3243[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2738	MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3286[w] + s_3306[w]  <=> s_3243[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2739	MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3286[w] + s_3307[w]  <=> s_3243[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2740	MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3287[w] + s_3296[w]  <=> s_3245[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2741	MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3287[w] + s_3298[w]  <=> s_3245[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2742	MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3287[w] + s_3300[w]  <=> s_3245[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2743	MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3287[w] + s_3302[w]  <=> s_3245[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2744	MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3287[w] + s_3304[w]  <=> s_3297[w] + s_3315[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2745	MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3287[w] + s_3305[w]  <=> s_3299[w] + s_3315[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2746	MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3287[w] + s_3306[w]  <=> s_3301[w] + s_3315[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2747	MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3287[w] + s_3307[w]  <=> s_3303[w] + s_3315[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2748	MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3288[w] + s_3296[w]  <=> s_3247[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2749	MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3288[w] + s_3298[w]  <=> s_3247[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2750	MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3288[w] + s_3300[w]  <=> s_3247[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2751	MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3288[w] + s_3302[w]  <=> s_3247[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2752	MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3288[w] + s_3304[w]  <=> s_3249[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2753	MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3288[w] + s_3305[w]  <=> s_3249[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2754	MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3288[w] + s_3306[w]  <=> s_3249[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2755	MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3288[w] + s_3307[w]  <=> s_3249[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2756	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3289[w] + s_3296[w]  <=> s_3251[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2757	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3289[w] + s_3298[w]  <=> s_3251[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2758	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3289[w] + s_3300[w]  <=> s_3251[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2759	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3289[w] + s_3302[w]  <=> s_3251[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2760	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3289[w] + s_3304[w]  <=> s_3297[w] + s_3316[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2761	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3289[w] + s_3305[w]  <=> s_3299[w] + s_3316[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2762	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3289[w] + s_3306[w]  <=> s_3301[w] + s_3316[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2763	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3289[w] + s_3307[w]  <=> s_3303[w] + s_3316[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2764	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3290[w] + s_3296[w]  <=> s_3253[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2765	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3290[w] + s_3298[w]  <=> s_3253[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2766	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3290[w] + s_3300[w]  <=> s_3253[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2767	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3290[w] + s_3302[w]  <=> s_3253[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2768	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3290[w] + s_3304[w]  <=> s_3255[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2769	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3290[w] + s_3305[w]  <=> s_3255[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2770	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3290[w] + s_3306[w]  <=> s_3255[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2771	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3290[w] + s_3307[w]  <=> s_3255[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2772	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3291[w] + s_3296[w]  <=> s_3257[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2773	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3291[w] + s_3298[w]  <=> s_3257[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2774	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3291[w] + s_3300[w]  <=> s_3257[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2775	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3291[w] + s_3302[w]  <=> s_3257[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2776	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3291[w] + s_3304[w]  <=> s_3297[w] + s_3317[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2777	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3291[w] + s_3305[w]  <=> s_3299[w] + s_3317[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2778	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3291[w] + s_3306[w]  <=> s_3301[w] + s_3317[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2779	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3291[w] + s_3307[w]  <=> s_3303[w] + s_3317[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2780	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3292[w] + s_3296[w]  <=> s_3259[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2781	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3292[w] + s_3298[w]  <=> s_3259[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2782	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3292[w] + s_3300[w]  <=> s_3259[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2783	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3292[w] + s_3302[w]  <=> s_3259[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2784	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3292[w] + s_3304[w]  <=> s_3261[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2785	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3292[w] + s_3305[w]  <=> s_3261[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2786	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3292[w] + s_3306[w]  <=> s_3261[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2787	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3292[w] + s_3307[w]  <=> s_3261[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2788	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3293[w] + s_3296[w]  <=> s_3263[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2789	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3293[w] + s_3298[w]  <=> s_3263[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2790	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3293[w] + s_3300[w]  <=> s_3263[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2791	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3293[w] + s_3302[w]  <=> s_3263[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2792	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3293[w] + s_3304[w]  <=> s_3297[w] + s_3318[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2793	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3293[w] + s_3305[w]  <=> s_3299[w] + s_3318[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2794	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	s_3293[w] + s_3306[w]  <=> s_3301[w] + s_3318[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2795	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	s_3293[w] + s_3307[w]  <=> s_3303[w] + s_3318[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2796	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3294[w] + s_3296[w]  <=> s_3265[w] + s_3297[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2797	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3294[w] + s_3298[w]  <=> s_3265[w] + s_3299[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2798	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	s_3294[w] + s_3300[w]  <=> s_3265[w] + s_3301[w] 	YPR140W	YPR140W			1	-1000	1000	0				
r_2799	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	s_3294[w] + s_3302[w]  <=> s_3265[w] + s_3303[w] 	YPR140W	YPR140W			1	-1000	1000	0				
